dexNum,id,form,move
3,VENUSAUR,,GRASSY_TERRAIN
3,VENUSAUR,,CONFIDE
3,VENUSAUR,,GRASSY_GLIDE
3,VENUSAUR,,TERA_BLAST
3,VENUSAUR,,TRAILBLAZE
4,CHARMANDER,,MEGA_PUNCH
4,CHARMANDER,,FIRE_PUNCH
4,CHARMANDER,,THUNDER_PUNCH
4,CHARMANDER,,SWORDS_DANCE
4,CHARMANDER,,MEGA_KICK
4,CHARMANDER,,BODY_SLAM
4,CHARMANDER,,TAKE_DOWN
4,CHARMANDER,,DOUBLE_EDGE
4,CHARMANDER,,ROAR
4,CHARMANDER,,FLAMETHROWER
4,CHARMANDER,,COUNTER
4,CHARMANDER,,STRENGTH
4,CHARMANDER,,FIRE_SPIN
4,CHARMANDER,,DIG
4,CHARMANDER,,TOXIC
4,CHARMANDER,,DOUBLE_TEAM
4,CHARMANDER,,REFLECT
4,CHARMANDER,,FIRE_BLAST
4,CHARMANDER,,SWIFT
4,CHARMANDER,,REST
4,CHARMANDER,,ROCK_SLIDE
4,CHARMANDER,,SUBSTITUTE
4,CHARMANDER,,SNORE
4,CHARMANDER,,CURSE
4,CHARMANDER,,PROTECT
4,CHARMANDER,,SCARY_FACE
4,CHARMANDER,,MUD_SLAP
4,CHARMANDER,,OUTRAGE
4,CHARMANDER,,ENDURE
4,CHARMANDER,,FALSE_SWIPE
4,CHARMANDER,,SWAGGER
4,CHARMANDER,,ATTRACT
4,CHARMANDER,,SLEEP_TALK
4,CHARMANDER,,RETURN
4,CHARMANDER,,IRON_TAIL
4,CHARMANDER,,METAL_CLAW
4,CHARMANDER,,HIDDEN_POWER
4,CHARMANDER,,SUNNY_DAY
4,CHARMANDER,,CRUNCH
4,CHARMANDER,,ANCIENT_POWER
4,CHARMANDER,,ROCK_SMASH
4,CHARMANDER,,BEAT_UP
4,CHARMANDER,,HEAT_WAVE
4,CHARMANDER,,WILL_O_WISP
4,CHARMANDER,,FACADE
4,CHARMANDER,,FOCUS_PUNCH
4,CHARMANDER,,HELPING_HAND
4,CHARMANDER,,BRICK_BREAK
4,CHARMANDER,,SECRET_POWER
4,CHARMANDER,,WEATHER_BALL
4,CHARMANDER,,AIR_CUTTER
4,CHARMANDER,,OVERHEAT
4,CHARMANDER,,ROCK_TOMB
4,CHARMANDER,,AERIAL_ACE
4,CHARMANDER,,DRAGON_CLAW
4,CHARMANDER,,DRAGON_DANCE
4,CHARMANDER,,FLING
4,CHARMANDER,,FLARE_BLITZ
4,CHARMANDER,,DRAGON_PULSE
4,CHARMANDER,,FOCUS_BLAST
4,CHARMANDER,,SHADOW_CLAW
4,CHARMANDER,,FIRE_FANG
4,CHARMANDER,,HONE_CLAWS
4,CHARMANDER,,FLAME_CHARGE
4,CHARMANDER,,ROUND
4,CHARMANDER,,ECHOED_VOICE
4,CHARMANDER,,INCINERATE
4,CHARMANDER,,ACROBATICS
4,CHARMANDER,,FIRE_PLEDGE
4,CHARMANDER,,DRAGON_TAIL
4,CHARMANDER,,WORK_UP
4,CHARMANDER,,CONFIDE
4,CHARMANDER,,POWER_UP_PUNCH
4,CHARMANDER,,BREAKING_SWIPE
4,CHARMANDER,,TERA_BLAST
4,CHARMANDER,,TEMPER_FLARE
5,CHARMELEON,,MEGA_PUNCH
5,CHARMELEON,,FIRE_PUNCH
5,CHARMELEON,,THUNDER_PUNCH
5,CHARMELEON,,SWORDS_DANCE
5,CHARMELEON,,MEGA_KICK
5,CHARMELEON,,BODY_SLAM
5,CHARMELEON,,TAKE_DOWN
5,CHARMELEON,,DOUBLE_EDGE
5,CHARMELEON,,ROAR
5,CHARMELEON,,FLAMETHROWER
5,CHARMELEON,,COUNTER
5,CHARMELEON,,STRENGTH
5,CHARMELEON,,FIRE_SPIN
5,CHARMELEON,,DIG
5,CHARMELEON,,TOXIC
5,CHARMELEON,,DOUBLE_TEAM
5,CHARMELEON,,REFLECT
5,CHARMELEON,,FIRE_BLAST
5,CHARMELEON,,SWIFT
5,CHARMELEON,,REST
5,CHARMELEON,,ROCK_SLIDE
5,CHARMELEON,,SUBSTITUTE
5,CHARMELEON,,SNORE
5,CHARMELEON,,CURSE
5,CHARMELEON,,PROTECT
5,CHARMELEON,,SCARY_FACE
5,CHARMELEON,,MUD_SLAP
5,CHARMELEON,,OUTRAGE
5,CHARMELEON,,ENDURE
5,CHARMELEON,,FALSE_SWIPE
5,CHARMELEON,,SWAGGER
5,CHARMELEON,,ATTRACT
5,CHARMELEON,,SLEEP_TALK
5,CHARMELEON,,RETURN
5,CHARMELEON,,IRON_TAIL
5,CHARMELEON,,METAL_CLAW
5,CHARMELEON,,HIDDEN_POWER
5,CHARMELEON,,SUNNY_DAY
5,CHARMELEON,,CRUNCH
5,CHARMELEON,,ANCIENT_POWER
5,CHARMELEON,,ROCK_SMASH
5,CHARMELEON,,BEAT_UP
5,CHARMELEON,,HEAT_WAVE
5,CHARMELEON,,WILL_O_WISP
5,CHARMELEON,,FACADE
5,CHARMELEON,,FOCUS_PUNCH
5,CHARMELEON,,HELPING_HAND
5,CHARMELEON,,BRICK_BREAK
5,CHARMELEON,,SECRET_POWER
5,CHARMELEON,,WEATHER_BALL
5,CHARMELEON,,AIR_CUTTER
5,CHARMELEON,,OVERHEAT
5,CHARMELEON,,ROCK_TOMB
5,CHARMELEON,,AERIAL_ACE
5,CHARMELEON,,DRAGON_CLAW
5,CHARMELEON,,DRAGON_DANCE
5,CHARMELEON,,FLING
5,CHARMELEON,,FLARE_BLITZ
5,CHARMELEON,,DRAGON_PULSE
5,CHARMELEON,,FOCUS_BLAST
5,CHARMELEON,,SHADOW_CLAW
5,CHARMELEON,,FIRE_FANG
5,CHARMELEON,,HONE_CLAWS
5,CHARMELEON,,FLAME_CHARGE
5,CHARMELEON,,ROUND
5,CHARMELEON,,ECHOED_VOICE
5,CHARMELEON,,INCINERATE
5,CHARMELEON,,ACROBATICS
5,CHARMELEON,,FIRE_PLEDGE
5,CHARMELEON,,DRAGON_TAIL
5,CHARMELEON,,WORK_UP
5,CHARMELEON,,CONFIDE
5,CHARMELEON,,POWER_UP_PUNCH
5,CHARMELEON,,BREAKING_SWIPE
5,CHARMELEON,,TERA_BLAST
5,CHARMELEON,,TEMPER_FLARE
6,CHARIZARD,,FLY
6,CHARIZARD,,HYPER_BEAM
6,CHARIZARD,,SOLAR_BEAM
6,CHARIZARD,,EARTHQUAKE
6,CHARIZARD,,SANDSTORM
6,CHARIZARD,,STEEL_WING
6,CHARIZARD,,BLAZE_KICK
6,CHARIZARD,,BLAST_BURN
6,CHARIZARD,,ROOST
6,CHARIZARD,,TAILWIND
6,CHARIZARD,,AIR_SLASH
6,CHARIZARD,,GIGA_IMPACT
6,CHARIZARD,,DEFOG
6,CHARIZARD,,OMINOUS_WIND
6,CHARIZARD,,SKY_DROP
6,CHARIZARD,,BULLDOZE
6,CHARIZARD,,HEAT_CRASH
6,CHARIZARD,,HURRICANE
6,CHARIZARD,,MYSTICAL_FIRE
6,CHARIZARD,,BRUTAL_SWING
6,CHARIZARD,,SCALE_SHOT
6,CHARIZARD,,DUAL_WINGBEAT
6,CHARIZARD,,SCORCHING_SANDS
6,CHARIZARD,,DRAGON_CHEER
6,CHARIZARD,,MEGA_PUNCH
6,CHARIZARD,,FIRE_PUNCH
6,CHARIZARD,,THUNDER_PUNCH
6,CHARIZARD,,SWORDS_DANCE
6,CHARIZARD,,MEGA_KICK
6,CHARIZARD,,BODY_SLAM
6,CHARIZARD,,TAKE_DOWN
6,CHARIZARD,,DOUBLE_EDGE
6,CHARIZARD,,ROAR
6,CHARIZARD,,FLAMETHROWER
6,CHARIZARD,,COUNTER
6,CHARIZARD,,STRENGTH
6,CHARIZARD,,FIRE_SPIN
6,CHARIZARD,,DIG
6,CHARIZARD,,TOXIC
6,CHARIZARD,,DOUBLE_TEAM
6,CHARIZARD,,REFLECT
6,CHARIZARD,,FIRE_BLAST
6,CHARIZARD,,SWIFT
6,CHARIZARD,,REST
6,CHARIZARD,,ROCK_SLIDE
6,CHARIZARD,,SUBSTITUTE
6,CHARIZARD,,SNORE
6,CHARIZARD,,CURSE
6,CHARIZARD,,PROTECT
6,CHARIZARD,,SCARY_FACE
6,CHARIZARD,,MUD_SLAP
6,CHARIZARD,,OUTRAGE
6,CHARIZARD,,ENDURE
6,CHARIZARD,,FALSE_SWIPE
6,CHARIZARD,,SWAGGER
6,CHARIZARD,,ATTRACT
6,CHARIZARD,,SLEEP_TALK
6,CHARIZARD,,RETURN
6,CHARIZARD,,IRON_TAIL
6,CHARIZARD,,METAL_CLAW
6,CHARIZARD,,HIDDEN_POWER
6,CHARIZARD,,SUNNY_DAY
6,CHARIZARD,,CRUNCH
6,CHARIZARD,,ANCIENT_POWER
6,CHARIZARD,,ROCK_SMASH
6,CHARIZARD,,BEAT_UP
6,CHARIZARD,,HEAT_WAVE
6,CHARIZARD,,WILL_O_WISP
6,CHARIZARD,,FACADE
6,CHARIZARD,,FOCUS_PUNCH
6,CHARIZARD,,HELPING_HAND
6,CHARIZARD,,BRICK_BREAK
6,CHARIZARD,,SECRET_POWER
6,CHARIZARD,,WEATHER_BALL
6,CHARIZARD,,AIR_CUTTER
6,CHARIZARD,,OVERHEAT
6,CHARIZARD,,ROCK_TOMB
6,CHARIZARD,,AERIAL_ACE
6,CHARIZARD,,DRAGON_CLAW
6,CHARIZARD,,DRAGON_DANCE
6,CHARIZARD,,FLING
6,CHARIZARD,,FLARE_BLITZ
6,CHARIZARD,,DRAGON_PULSE
6,CHARIZARD,,FOCUS_BLAST
6,CHARIZARD,,SHADOW_CLAW
6,CHARIZARD,,FIRE_FANG
6,CHARIZARD,,HONE_CLAWS
6,CHARIZARD,,FLAME_CHARGE
6,CHARIZARD,,ROUND
6,CHARIZARD,,ECHOED_VOICE
6,CHARIZARD,,INCINERATE
6,CHARIZARD,,ACROBATICS
6,CHARIZARD,,FIRE_PLEDGE
6,CHARIZARD,,DRAGON_TAIL
6,CHARIZARD,,WORK_UP
6,CHARIZARD,,CONFIDE
6,CHARIZARD,,POWER_UP_PUNCH
6,CHARIZARD,,BREAKING_SWIPE
6,CHARIZARD,,TERA_BLAST
6,CHARIZARD,,TEMPER_FLARE
7,SQUIRTLE,,MEGA_PUNCH
7,SQUIRTLE,,ICE_PUNCH
7,SQUIRTLE,,MEGA_KICK
7,SQUIRTLE,,BODY_SLAM
7,SQUIRTLE,,TAKE_DOWN
7,SQUIRTLE,,DOUBLE_EDGE
7,SQUIRTLE,,HYDRO_PUMP
7,SQUIRTLE,,SURF
7,SQUIRTLE,,ICE_BEAM
7,SQUIRTLE,,BLIZZARD
7,SQUIRTLE,,COUNTER
7,SQUIRTLE,,STRENGTH
7,SQUIRTLE,,DIG
7,SQUIRTLE,,TOXIC
7,SQUIRTLE,,DOUBLE_TEAM
7,SQUIRTLE,,HAZE
7,SQUIRTLE,,REFLECT
7,SQUIRTLE,,WATERFALL
7,SQUIRTLE,,REST
7,SQUIRTLE,,ROCK_SLIDE
7,SQUIRTLE,,SUBSTITUTE
7,SQUIRTLE,,SNORE
7,SQUIRTLE,,CURSE
7,SQUIRTLE,,PROTECT
7,SQUIRTLE,,MUD_SLAP
7,SQUIRTLE,,ZAP_CANNON
7,SQUIRTLE,,ICY_WIND
7,SQUIRTLE,,OUTRAGE
7,SQUIRTLE,,ENDURE
7,SQUIRTLE,,FALSE_SWIPE
7,SQUIRTLE,,SWAGGER
7,SQUIRTLE,,ATTRACT
7,SQUIRTLE,,SLEEP_TALK
7,SQUIRTLE,,RETURN
7,SQUIRTLE,,IRON_TAIL
7,SQUIRTLE,,HIDDEN_POWER
7,SQUIRTLE,,RAIN_DANCE
7,SQUIRTLE,,ROCK_SMASH
7,SQUIRTLE,,WHIRLPOOL
7,SQUIRTLE,,HAIL
7,SQUIRTLE,,FACADE
7,SQUIRTLE,,FOCUS_PUNCH
7,SQUIRTLE,,HELPING_HAND
7,SQUIRTLE,,BRICK_BREAK
7,SQUIRTLE,,SECRET_POWER
7,SQUIRTLE,,DIVE
7,SQUIRTLE,,WEATHER_BALL
7,SQUIRTLE,,ROCK_TOMB
7,SQUIRTLE,,MUDDY_WATER
7,SQUIRTLE,,IRON_DEFENSE
7,SQUIRTLE,,MUD_SHOT
7,SQUIRTLE,,WATER_PULSE
7,SQUIRTLE,,GYRO_BALL
7,SQUIRTLE,,BRINE
7,SQUIRTLE,,FLING
7,SQUIRTLE,,AURA_SPHERE
7,SQUIRTLE,,AQUA_TAIL
7,SQUIRTLE,,DRAGON_PULSE
7,SQUIRTLE,,ZEN_HEADBUTT
7,SQUIRTLE,,IRON_HEAD
7,SQUIRTLE,,ROUND
7,SQUIRTLE,,SCALD
7,SQUIRTLE,,WATER_PLEDGE
7,SQUIRTLE,,WORK_UP
7,SQUIRTLE,,CONFIDE
7,SQUIRTLE,,POWER_UP_PUNCH
7,SQUIRTLE,,LIQUIDATION
7,SQUIRTLE,,FLIP_TURN
7,SQUIRTLE,,TERA_BLAST
7,SQUIRTLE,,ICE_SPINNER
7,SQUIRTLE,,CHILLING_WATER
8,WARTORTLE,,MEGA_PUNCH
8,WARTORTLE,,ICE_PUNCH
8,WARTORTLE,,MEGA_KICK
8,WARTORTLE,,BODY_SLAM
8,WARTORTLE,,TAKE_DOWN
8,WARTORTLE,,DOUBLE_EDGE
8,WARTORTLE,,HYDRO_PUMP
8,WARTORTLE,,SURF
8,WARTORTLE,,ICE_BEAM
8,WARTORTLE,,BLIZZARD
8,WARTORTLE,,COUNTER
8,WARTORTLE,,STRENGTH
8,WARTORTLE,,DIG
8,WARTORTLE,,TOXIC
8,WARTORTLE,,DOUBLE_TEAM
8,WARTORTLE,,HAZE
8,WARTORTLE,,REFLECT
8,WARTORTLE,,WATERFALL
8,WARTORTLE,,REST
8,WARTORTLE,,ROCK_SLIDE
8,WARTORTLE,,SUBSTITUTE
8,WARTORTLE,,SNORE
8,WARTORTLE,,CURSE
8,WARTORTLE,,PROTECT
8,WARTORTLE,,MUD_SLAP
8,WARTORTLE,,ZAP_CANNON
8,WARTORTLE,,ICY_WIND
8,WARTORTLE,,OUTRAGE
8,WARTORTLE,,ENDURE
8,WARTORTLE,,FALSE_SWIPE
8,WARTORTLE,,SWAGGER
8,WARTORTLE,,ATTRACT
8,WARTORTLE,,SLEEP_TALK
8,WARTORTLE,,RETURN
8,WARTORTLE,,IRON_TAIL
8,WARTORTLE,,HIDDEN_POWER
8,WARTORTLE,,RAIN_DANCE
8,WARTORTLE,,ROCK_SMASH
8,WARTORTLE,,WHIRLPOOL
8,WARTORTLE,,HAIL
8,WARTORTLE,,FACADE
8,WARTORTLE,,FOCUS_PUNCH
8,WARTORTLE,,HELPING_HAND
8,WARTORTLE,,BRICK_BREAK
8,WARTORTLE,,SECRET_POWER
8,WARTORTLE,,DIVE
8,WARTORTLE,,WEATHER_BALL
8,WARTORTLE,,ROCK_TOMB
8,WARTORTLE,,MUDDY_WATER
8,WARTORTLE,,IRON_DEFENSE
8,WARTORTLE,,MUD_SHOT
8,WARTORTLE,,WATER_PULSE
8,WARTORTLE,,GYRO_BALL
8,WARTORTLE,,BRINE
8,WARTORTLE,,FLING
8,WARTORTLE,,AURA_SPHERE
8,WARTORTLE,,AQUA_TAIL
8,WARTORTLE,,DRAGON_PULSE
8,WARTORTLE,,ZEN_HEADBUTT
8,WARTORTLE,,IRON_HEAD
8,WARTORTLE,,ROUND
8,WARTORTLE,,SCALD
8,WARTORTLE,,WATER_PLEDGE
8,WARTORTLE,,WORK_UP
8,WARTORTLE,,CONFIDE
8,WARTORTLE,,POWER_UP_PUNCH
8,WARTORTLE,,LIQUIDATION
8,WARTORTLE,,FLIP_TURN
8,WARTORTLE,,TERA_BLAST
8,WARTORTLE,,ICE_SPINNER
8,WARTORTLE,,CHILLING_WATER
9,BLASTOISE,,ROAR
9,BLASTOISE,,HYPER_BEAM
9,BLASTOISE,,EARTHQUAKE
9,BLASTOISE,,SCARY_FACE
9,BLASTOISE,,CRUNCH
9,BLASTOISE,,HYDRO_CANNON
9,BLASTOISE,,SIGNAL_BEAM
9,BLASTOISE,,DARK_PULSE
9,BLASTOISE,,FOCUS_BLAST
9,BLASTOISE,,GIGA_IMPACT
9,BLASTOISE,,AVALANCHE
9,BLASTOISE,,FLASH_CANNON
9,BLASTOISE,,ROCK_CLIMB
9,BLASTOISE,,SMACK_DOWN
9,BLASTOISE,,BULLDOZE
9,BLASTOISE,,DRAGON_TAIL
9,BLASTOISE,,BODY_PRESS
9,BLASTOISE,,TERRAIN_PULSE
9,BLASTOISE,,MEGA_PUNCH
9,BLASTOISE,,ICE_PUNCH
9,BLASTOISE,,MEGA_KICK
9,BLASTOISE,,BODY_SLAM
9,BLASTOISE,,TAKE_DOWN
9,BLASTOISE,,DOUBLE_EDGE
9,BLASTOISE,,HYDRO_PUMP
9,BLASTOISE,,SURF
9,BLASTOISE,,ICE_BEAM
9,BLASTOISE,,BLIZZARD
9,BLASTOISE,,COUNTER
9,BLASTOISE,,STRENGTH
9,BLASTOISE,,DIG
9,BLASTOISE,,TOXIC
9,BLASTOISE,,DOUBLE_TEAM
9,BLASTOISE,,HAZE
9,BLASTOISE,,REFLECT
9,BLASTOISE,,WATERFALL
9,BLASTOISE,,REST
9,BLASTOISE,,ROCK_SLIDE
9,BLASTOISE,,SUBSTITUTE
9,BLASTOISE,,SNORE
9,BLASTOISE,,CURSE
9,BLASTOISE,,PROTECT
9,BLASTOISE,,MUD_SLAP
9,BLASTOISE,,ZAP_CANNON
9,BLASTOISE,,ICY_WIND
9,BLASTOISE,,OUTRAGE
9,BLASTOISE,,ENDURE
9,BLASTOISE,,FALSE_SWIPE
9,BLASTOISE,,SWAGGER
9,BLASTOISE,,ATTRACT
9,BLASTOISE,,SLEEP_TALK
9,BLASTOISE,,RETURN
9,BLASTOISE,,IRON_TAIL
9,BLASTOISE,,HIDDEN_POWER
9,BLASTOISE,,RAIN_DANCE
9,BLASTOISE,,ROCK_SMASH
9,BLASTOISE,,WHIRLPOOL
9,BLASTOISE,,HAIL
9,BLASTOISE,,FACADE
9,BLASTOISE,,FOCUS_PUNCH
9,BLASTOISE,,HELPING_HAND
9,BLASTOISE,,BRICK_BREAK
9,BLASTOISE,,SECRET_POWER
9,BLASTOISE,,DIVE
9,BLASTOISE,,WEATHER_BALL
9,BLASTOISE,,ROCK_TOMB
9,BLASTOISE,,MUDDY_WATER
9,BLASTOISE,,IRON_DEFENSE
9,BLASTOISE,,MUD_SHOT
9,BLASTOISE,,WATER_PULSE
9,BLASTOISE,,GYRO_BALL
9,BLASTOISE,,BRINE
9,BLASTOISE,,FLING
9,BLASTOISE,,AURA_SPHERE
9,BLASTOISE,,AQUA_TAIL
9,BLASTOISE,,DRAGON_PULSE
9,BLASTOISE,,ZEN_HEADBUTT
9,BLASTOISE,,IRON_HEAD
9,BLASTOISE,,ROUND
9,BLASTOISE,,SCALD
9,BLASTOISE,,WATER_PLEDGE
9,BLASTOISE,,WORK_UP
9,BLASTOISE,,CONFIDE
9,BLASTOISE,,POWER_UP_PUNCH
9,BLASTOISE,,LIQUIDATION
9,BLASTOISE,,FLIP_TURN
9,BLASTOISE,,TERA_BLAST
9,BLASTOISE,,ICE_SPINNER
9,BLASTOISE,,CHILLING_WATER
10,CATERPIE,,SNORE
10,CATERPIE,,BUG_BITE
10,CATERPIE,,ELECTROWEB
10,CATERPIE,,TERA_BLAST
11,METAPOD,,IRON_DEFENSE
11,METAPOD,,SNORE
11,METAPOD,,BUG_BITE
11,METAPOD,,ELECTROWEB
11,METAPOD,,TERA_BLAST
12,BUTTERFREE,,TAKE_DOWN
12,BUTTERFREE,,DOUBLE_EDGE
12,BUTTERFREE,,PSYBEAM
12,BUTTERFREE,,HYPER_BEAM
12,BUTTERFREE,,SOLAR_BEAM
12,BUTTERFREE,,TOXIC
12,BUTTERFREE,,PSYCHIC
12,BUTTERFREE,,DOUBLE_TEAM
12,BUTTERFREE,,REFLECT
12,BUTTERFREE,,SWIFT
12,BUTTERFREE,,DREAM_EATER
12,BUTTERFREE,,FLASH
12,BUTTERFREE,,REST
12,BUTTERFREE,,SUBSTITUTE
12,BUTTERFREE,,THIEF
12,BUTTERFREE,,CURSE
12,BUTTERFREE,,PROTECT
12,BUTTERFREE,,GIGA_DRAIN
12,BUTTERFREE,,ENDURE
12,BUTTERFREE,,SWAGGER
