dexNum,id,form,level,move
20,RATICATE,,13,LASER_FOCUS
20,RATICATE,,16,TAKE_DOWN
20,RATICATE,,19,ASSURANCE
20,RATICATE,,24,CRUNCH
20,RATICATE,,29,SUCKER_PUNCH
20,RATICATE,,34,SUPER_FANG
20,RATICATE,,39,DOUBLE_EDGE
20,RATICATE,,44,ENDEAVOR
21,SPEAROW,,1,GROWL
21,SPEAROW,,1,PECK
21,SPEAROW,,4,LEER
21,SPEAROW,,8,ASSURANCE
21,SPEAROW,,11,FURY_ATTACK
21,SPEAROW,,15,AERIAL_ACE
21,SPEAROW,,18,WING_ATTACK
21,SPEAROW,,22,TAKE_DOWN
21,SPEAROW,,25,AGILITY
21,SPEAROW,,29,FOCUS_ENERGY
21,SPEAROW,,32,ROOST
21,SPEAROW,,36,DRILL_PECK
22,FEAROW,,1,LEER
22,FEAROW,,1,GROWL
22,FEAROW,,1,PECK
22,FEAROW,,1,ASSURANCE
22,FEAROW,,1,PLUCK
22,FEAROW,,1,DRILL_RUN
22,FEAROW,,1,PURSUIT
22,FEAROW,,4,LEER
22,FEAROW,,8,ASSURANCE
22,FEAROW,,11,FURY_ATTACK
22,FEAROW,,15,AERIAL_ACE
22,FEAROW,,18,WING_ATTACK
22,FEAROW,,23,TAKE_DOWN
22,FEAROW,,27,AGILITY
22,FEAROW,,32,FOCUS_ENERGY
22,FEAROW,,36,ROOST
22,FEAROW,,41,DRILL_PECK
23,EKANS,,1,WRAP
23,EKANS,,1,LEER
23,EKANS,,4,POISON_STING
23,EKANS,,9,BITE
23,EKANS,,12,GLARE
23,EKANS,,17,SCREECH
23,EKANS,,20,ACID
23,EKANS,,25,SWALLOW
23,EKANS,,25,STOCKPILE
23,EKANS,,25,SPIT_UP
23,EKANS,,28,ACID_SPRAY
23,EKANS,,33,SLUDGE_BOMB
23,EKANS,,36,GASTRO_ACID
23,EKANS,,38,BELCH
23,EKANS,,41,HAZE
23,EKANS,,44,COIL
23,EKANS,,49,GUNK_SHOT
24,ARBOK,,EVOLVE_MOVE,CRUNCH
24,ARBOK,,1,WRAP
24,ARBOK,,1,POISON_STING
24,ARBOK,,1,LEER
24,ARBOK,,1,BITE
24,ARBOK,,1,THUNDER_FANG
24,ARBOK,,1,ICE_FANG
24,ARBOK,,1,FIRE_FANG
24,ARBOK,,12,GLARE
24,ARBOK,,17,SCREECH
24,ARBOK,,20,ACID
24,ARBOK,,27,STOCKPILE
24,ARBOK,,27,SPIT_UP
24,ARBOK,,27,SWALLOW
24,ARBOK,,32,ACID_SPRAY
24,ARBOK,,39,SLUDGE_BOMB
24,ARBOK,,44,GASTRO_ACID
24,ARBOK,,48,BELCH
24,ARBOK,,51,HAZE
24,ARBOK,,56,COIL
24,ARBOK,,63,GUNK_SHOT
25,PIKACHU,,1,TAIL_WHIP
25,PIKACHU,,1,GROWL
25,PIKACHU,,1,THUNDER_SHOCK
25,PIKACHU,,1,QUICK_ATTACK
25,PIKACHU,,1,SWEET_KISS
25,PIKACHU,,1,CHARM
25,PIKACHU,,1,NASTY_PLOT
25,PIKACHU,,1,PLAY_NICE
25,PIKACHU,,1,NUZZLE
25,PIKACHU,,4,THUNDER_WAVE
25,PIKACHU,,8,DOUBLE_TEAM
25,PIKACHU,,12,ELECTRO_BALL
25,PIKACHU,,16,FEINT
25,PIKACHU,,24,AGILITY
25,PIKACHU,,28,IRON_TAIL
25,PIKACHU,,32,DISCHARGE
25,PIKACHU,,36,THUNDERBOLT
25,PIKACHU,,40,LIGHT_SCREEN
25,PIKACHU,,44,THUNDER
25,PIKACHU,,48,PIKA_PAPOW
25,PIKACHU,,20,SPARK
25,PIKACHU,partner,20,ZIPPY_ZAP
25,PIKACHU,partner,34,FLOATY_FALL
25,PIKACHU,partner,42,SPLISHY_SPLASH
25,PIKACHU,cosplay,20,SPARK
25,PIKACHU,cool-cosplay,1,METEOR_MASH
25,PIKACHU,cool-cosplay,20,SPARK
25,PIKACHU,beauty-cosplay,1,ICICLE_CRASH
25,PIKACHU,beauty-cosplay,20,SPARK
25,PIKACHU,cute-cosplay,1,DRAINING_KISS
25,PIKACHU,cute-cosplay,20,SPARK
25,PIKACHU,smart-cosplay,1,ELECTRIC_TERRAIN
25,PIKACHU,smart-cosplay,20,SPARK
25,PIKACHU,tough-cosplay,1,FLYING_PRESS
25,PIKACHU,tough-cosplay,20,SPARK
25,PIKACHU,gigantamax,20,ZIPPY_ZAP
25,PIKACHU,gigantamax,34,FLOATY_FALL
25,PIKACHU,gigantamax,42,SPLISHY_SPLASH
26,RAICHU,,EVOLVE_MOVE,ZIPPY_ZAP
26,RAICHU,,1,TAIL_WHIP
26,RAICHU,,1,GROWL
26,RAICHU,,1,THUNDER_SHOCK
26,RAICHU,,1,THUNDER_WAVE
26,RAICHU,,1,THUNDER
26,RAICHU,,1,AGILITY
26,RAICHU,,1,QUICK_ATTACK
26,RAICHU,,1,DOUBLE_TEAM
26,RAICHU,,1,LIGHT_SCREEN
26,RAICHU,,1,SWEET_KISS
26,RAICHU,,1,CHARM
26,RAICHU,,1,SPARK
26,RAICHU,,1,IRON_TAIL
26,RAICHU,,1,FEINT
26,RAICHU,,1,NASTY_PLOT
26,RAICHU,,1,DISCHARGE
26,RAICHU,,1,ELECTRO_BALL
26,RAICHU,,1,PLAY_NICE
26,RAICHU,,1,NUZZLE
26,RAICHU,,1,THUNDER_PUNCH
26,RAICHU,,5,THUNDERBOLT
26,RAICHU,,50,PIKA_PAPOW
27,SANDSHREW,,1,SCRATCH
27,SANDSHREW,,1,DEFENSE_CURL
27,SANDSHREW,,3,POISON_STING
27,SANDSHREW,,6,SAND_ATTACK
27,SANDSHREW,,9,ROLLOUT
27,SANDSHREW,,12,FURY_CUTTER
27,SANDSHREW,,15,RAPID_SPIN
27,SANDSHREW,,18,BULLDOZE
27,SANDSHREW,,21,SWIFT
27,SANDSHREW,,24,FURY_SWIPES
27,SANDSHREW,,27,AGILITY
27,SANDSHREW,,30,SLASH
27,SANDSHREW,,33,DIG
27,SANDSHREW,,36,GYRO_BALL
27,SANDSHREW,,39,SWORDS_DANCE
27,SANDSHREW,,42,SANDSTORM
27,SANDSHREW,,45,EARTHQUAKE
28,SANDSLASH,,1,SCRATCH
28,SANDSLASH,,1,SAND_ATTACK
28,SANDSLASH,,1,POISON_STING
28,SANDSLASH,,1,DEFENSE_CURL
28,SANDSLASH,,1,CRUSH_CLAW
28,SANDSLASH,,1,AGILITY
28,SANDSLASH,,9,ROLLOUT
28,SANDSLASH,,12,FURY_CUTTER
28,SANDSLASH,,15,RAPID_SPIN
28,SANDSLASH,,18,BULLDOZE
28,SANDSLASH,,21,SWIFT
28,SANDSLASH,,26,FURY_SWIPES
28,SANDSLASH,,31,SAND_TOMB
28,SANDSLASH,,36,SLASH
28,SANDSLASH,,41,DIG
28,SANDSLASH,,46,GYRO_BALL
28,SANDSLASH,,51,SWORDS_DANCE
28,SANDSLASH,,56,SANDSTORM
28,SANDSLASH,,61,EARTHQUAKE
29,NIDORAN_F,,1,POISON_STING
29,NIDORAN_F,,1,GROWL
29,NIDORAN_F,,5,SCRATCH
29,NIDORAN_F,,10,TAIL_WHIP
29,NIDORAN_F,,15,FURY_SWIPES
29,NIDORAN_F,,20,TOXIC_SPIKES
29,NIDORAN_F,,25,DOUBLE_KICK
29,NIDORAN_F,,30,BITE
29,NIDORAN_F,,35,HELPING_HAND
29,NIDORAN_F,,40,TOXIC
29,NIDORAN_F,,45,FLATTER
29,NIDORAN_F,,50,CRUNCH
29,NIDORAN_F,,55,EARTH_POWER
30,NIDORINA,,1,SCRATCH
30,NIDORINA,,1,TAIL_WHIP
30,NIDORINA,,1,POISON_STING
30,NIDORINA,,1,GROWL
30,NIDORINA,,15,FURY_SWIPES
30,NIDORINA,,22,TOXIC_SPIKES
30,NIDORINA,,29,DOUBLE_KICK
30,NIDORINA,,36,BITE
30,NIDORINA,,43,HELPING_HAND
30,NIDORINA,,50,TOXIC
30,NIDORINA,,57,FLATTER
30,NIDORINA,,64,CRUNCH
30,NIDORINA,,71,EARTH_POWER
31,NIDOQUEEN,,EVOLVE_MOVE,SUPERPOWER
31,NIDOQUEEN,,1,SLUDGE_WAVE
31,NIDOQUEEN,,1,SCRATCH
31,NIDOQUEEN,,1,DOUBLE_KICK
31,NIDOQUEEN,,1,TAIL_WHIP
31,NIDOQUEEN,,1,POISON_STING
31,NIDOQUEEN,,1,BITE
31,NIDOQUEEN,,1,GROWL
31,NIDOQUEEN,,1,TOXIC
31,NIDOQUEEN,,1,FURY_SWIPES
31,NIDOQUEEN,,1,CRUNCH
31,NIDOQUEEN,,1,FLATTER
31,NIDOQUEEN,,1,HELPING_HAND
31,NIDOQUEEN,,1,TOXIC_SPIKES
31,NIDOQUEEN,,1,EARTH_POWER
32,NIDORAN_M,,1,POISON_STING
32,NIDORAN_M,,1,LEER
32,NIDORAN_M,,5,PECK
32,NIDORAN_M,,10,FOCUS_ENERGY
32,NIDORAN_M,,15,FURY_ATTACK
32,NIDORAN_M,,20,TOXIC_SPIKES
32,NIDORAN_M,,25,DOUBLE_KICK
32,NIDORAN_M,,30,HORN_ATTACK
32,NIDORAN_M,,35,HELPING_HAND
32,NIDORAN_M,,40,TOXIC
32,NIDORAN_M,,45,FLATTER
32,NIDORAN_M,,50,POISON_JAB
32,NIDORAN_M,,55,EARTH_POWER
33,NIDORINO,,1,POISON_STING
33,NIDORINO,,1,LEER
33,NIDORINO,,1,PECK
33,NIDORINO,,1,FOCUS_ENERGY
33,NIDORINO,,15,FURY_ATTACK
33,NIDORINO,,22,TOXIC_SPIKES
33,NIDORINO,,29,DOUBLE_KICK
33,NIDORINO,,36,HORN_ATTACK
33,NIDORINO,,43,HELPING_HAND
33,NIDORINO,,50,TOXIC
33,NIDORINO,,57,FLATTER
33,NIDORINO,,64,POISON_JAB
33,NIDORINO,,71,EARTH_POWER
34,NIDOKING,,EVOLVE_MOVE,MEGAHORN
34,NIDOKING,,1,SLUDGE_WAVE
34,NIDOKING,,1,DOUBLE_KICK
34,NIDOKING,,1,HORN_ATTACK
34,NIDOKING,,1,FURY_ATTACK
34,NIDOKING,,1,POISON_STING
34,NIDOKING,,1,LEER
34,NIDOKING,,1,PECK
34,NIDOKING,,1,TOXIC
34,NIDOKING,,1,FOCUS_ENERGY
34,NIDOKING,,1,FLATTER
34,NIDOKING,,1,HELPING_HAND
34,NIDOKING,,1,TOXIC_SPIKES
34,NIDOKING,,1,POISON_JAB
34,NIDOKING,,1,EARTH_POWER
35,CLEFAIRY,,1,POUND
35,CLEFAIRY,,1,GROWL
35,CLEFAIRY,,1,SING
35,CLEFAIRY,,1,DEFENSE_CURL
35,CLEFAIRY,,1,SPLASH
35,CLEFAIRY,,1,SWEET_KISS
35,CLEFAIRY,,1,CHARM
35,CLEFAIRY,,1,COPYCAT
35,CLEFAIRY,,1,DISARMING_VOICE
35,CLEFAIRY,,1,SPOTLIGHT
35,CLEFAIRY,,4,STORED_POWER
35,CLEFAIRY,,8,ENCORE
35,CLEFAIRY,,12,AFTER_YOU
35,CLEFAIRY,,16,LIFE_DEW
35,CLEFAIRY,,20,METRONOME
35,CLEFAIRY,,24,MOONLIGHT
35,CLEFAIRY,,28,GRAVITY
35,CLEFAIRY,,32,METEOR_MASH
35,CLEFAIRY,,36,FOLLOW_ME
35,CLEFAIRY,,40,COSMIC_POWER
35,CLEFAIRY,,44,MOONBLAST
35,CLEFAIRY,,48,HEALING_WISH
36,CLEFABLE,,RELEARN_MOVE,POUND
36,CLEFABLE,,RELEARN_MOVE,GROWL
36,CLEFABLE,,RELEARN_MOVE,SING
36,CLEFABLE,,RELEARN_MOVE,DEFENSE_CURL
36,CLEFABLE,,RELEARN_MOVE,SPLASH
36,CLEFABLE,,RELEARN_MOVE,SWEET_KISS
36,CLEFABLE,,RELEARN_MOVE,CHARM
36,CLEFABLE,,RELEARN_MOVE,ENCORE
36,CLEFABLE,,RELEARN_MOVE,MOONLIGHT
36,CLEFABLE,,RELEARN_MOVE,FOLLOW_ME
36,CLEFABLE,,RELEARN_MOVE,COSMIC_POWER
36,CLEFABLE,,RELEARN_MOVE,GRAVITY
36,CLEFABLE,,RELEARN_MOVE,HEALING_WISH
36,CLEFABLE,,RELEARN_MOVE,COPYCAT
36,CLEFABLE,,RELEARN_MOVE,AFTER_YOU
36,CLEFABLE,,RELEARN_MOVE,STORED_POWER
36,CLEFABLE,,RELEARN_MOVE,DISARMING_VOICE
36,CLEFABLE,,1,METRONOME
36,CLEFABLE,,1,METEOR_MASH
36,CLEFABLE,,1,MOONBLAST
36,CLEFABLE,,1,LIFE_DEW
36,CLEFABLE,,1,SPOTLIGHT
37,VULPIX,,1,TAIL_WHIP
37,VULPIX,,1,EMBER
37,VULPIX,,4,DISABLE
37,VULPIX,,8,QUICK_ATTACK
37,VULPIX,,12,SPITE
37,VULPIX,,16,INCINERATE
37,VULPIX,,20,CONFUSE_RAY
37,VULPIX,,24,WILL_O_WISP
37,VULPIX,,28,EXTRASENSORY
37,VULPIX,,32,FLAMETHROWER
37,VULPIX,,36,IMPRISON
37,VULPIX,,40,FIRE_SPIN
37,VULPIX,,44,SAFEGUARD
37,VULPIX,,48,INFERNO
37,VULPIX,,52,FIRE_BLAST
38,NINETALES,,RELEARN_MOVE,DISABLE
38,NINETALES,,RELEARN_MOVE,EMBER
38,NINETALES,,RELEARN_MOVE,FIRE_SPIN
38,NINETALES,,RELEARN_MOVE,CONFUSE_RAY
38,NINETALES,,RELEARN_MOVE,FIRE_BLAST
38,NINETALES,,RELEARN_MOVE,SPITE
38,NINETALES,,RELEARN_MOVE,SAFEGUARD
38,NINETALES,,RELEARN_MOVE,WILL_O_WISP
38,NINETALES,,RELEARN_MOVE,IMPRISON
38,NINETALES,,RELEARN_MOVE,EXTRASENSORY
38,NINETALES,,RELEARN_MOVE,NASTY_PLOT
38,NINETALES,,RELEARN_MOVE,INCINERATE
38,NINETALES,,RELEARN_MOVE,INFERNO
38,NINETALES,,1,FLAMETHROWER
38,NINETALES,,1,TAIL_WHIP
38,NINETALES,,1,QUICK_ATTACK
39,JIGGLYPUFF,,1,POUND
39,JIGGLYPUFF,,1,SING
39,JIGGLYPUFF,,1,DISABLE
39,JIGGLYPUFF,,1,DEFENSE_CURL
39,JIGGLYPUFF,,1,SWEET_KISS
39,JIGGLYPUFF,,1,CHARM
39,JIGGLYPUFF,,1,COPYCAT
39,JIGGLYPUFF,,1,DISARMING_VOICE
39,JIGGLYPUFF,,4,ECHOED_VOICE
39,JIGGLYPUFF,,8,COVET
39,JIGGLYPUFF,,12,STOCKPILE
39,JIGGLYPUFF,,12,SPIT_UP
39,JIGGLYPUFF,,12,SWALLOW
39,JIGGLYPUFF,,16,ROUND
39,JIGGLYPUFF,,20,REST
39,JIGGLYPUFF,,24,BODY_SLAM
39,JIGGLYPUFF,,28,MIMIC
39,JIGGLYPUFF,,32,GYRO_BALL
39,JIGGLYPUFF,,36,HYPER_VOICE
39,JIGGLYPUFF,,44,DOUBLE_EDGE
40,WIGGLYTUFF,,1,POUND
40,WIGGLYTUFF,,1,BODY_SLAM
40,WIGGLYTUFF,,1,DOUBLE_EDGE
40,WIGGLYTUFF,,1,SING
40,WIGGLYTUFF,,1,DISABLE
40,WIGGLYTUFF,,1,MIMIC
40,WIGGLYTUFF,,1,DEFENSE_CURL
40,WIGGLYTUFF,,1,REST
40,WIGGLYTUFF,,1,SWEET_KISS
40,WIGGLYTUFF,,1,CHARM
40,WIGGLYTUFF,,1,STOCKPILE
40,WIGGLYTUFF,,1,SPIT_UP
40,WIGGLYTUFF,,1,SWALLOW
40,WIGGLYTUFF,,1,HYPER_VOICE
40,WIGGLYTUFF,,1,COVET
40,WIGGLYTUFF,,1,GYRO_BALL
40,WIGGLYTUFF,,1,COPYCAT
40,WIGGLYTUFF,,1,ROUND
40,WIGGLYTUFF,,1,ECHOED_VOICE
40,WIGGLYTUFF,,1,DISARMING_VOICE
40,WIGGLYTUFF,,5,PLAY_ROUGH
41,ZUBAT,,1,SUPERSONIC
41,ZUBAT,,1,ABSORB
41,ZUBAT,,5,ASTONISH
41,ZUBAT,,10,MEAN_LOOK
41,ZUBAT,,15,POISON_FANG
41,ZUBAT,,20,QUICK_GUARD
41,ZUBAT,,25,AIR_CUTTER
41,ZUBAT,,30,BITE
41,ZUBAT,,35,HAZE
41,ZUBAT,,40,VENOSHOCK
41,ZUBAT,,45,CONFUSE_RAY
41,ZUBAT,,50,AIR_SLASH
41,ZUBAT,,55,LEECH_LIFE
42,GOLBAT,,1,SUPERSONIC
42,GOLBAT,,1,ABSORB
42,GOLBAT,,1,SCREECH
42,GOLBAT,,1,MEAN_LOOK
42,GOLBAT,,1,ASTONISH
42,GOLBAT,,15,POISON_FANG
42,GOLBAT,,20,QUICK_GUARD
42,GOLBAT,,27,AIR_CUTTER
42,GOLBAT,,34,BITE
42,GOLBAT,,41,HAZE
